;acc_bact;design_phage;id_bact;id_phage;
1363;NZ_CP014196.1;Arthrobacter_phage_Prospero;153;3189;
1364;NC_018289.1;Mycobacterium_phage_Puhltonio;5859;3190;
1365;NC_018289.1;Mycobacterium_phage_Pukovnik;5859;3191;
1366;NZ_CP014196.1;Arthrobacter_phage_Pumancara;153;3192;
1367;NC_018289.1;Mycobacterium_phage_Pumpkin;5859;3193;
1368;NZ_CP016594.1;Gordonia_phage_Pupper;1869;3194;
1369;NC_018289.1;Mycobacterium_phage_Purgamenstris;5859;3196;
1370;NC_018289.1;Mycobacterium_phage_Purky;5859;3197;
1371;NC_018289.1;Mycobacterium_phage_PurpleHaze;5859;3198;
1372;NC_018289.1;Mycobacterium_phage_QBert;5859;3200;
1373;NC_018289.1;Mycobacterium_phage_Qobbit;5859;3201;
1374;NZ_JNXA00000000.1;Gordonia_phage_Quasar;5741;3202;
1375;NC_018289.1;Mycobacterium_phage_QueenB2;5859;3203;
1376;NC_018289.1;Mycobacterium_phage_QueenBeesly;5859;3204;
1377;NZ_JNHS00000000.1;Propionibacterium_phage_QueenBey;5731;5575;
1378;NC_018289.1;Mycobacterium_phage_Quico;5859;5576;
1379;NC_018289.1;Mycobacterium_phage_QuinnKiro;5859;3205;
1380;NC_018289.1;Mycobacterium_phage_Qyrzula;5859;5577;
1381;NC_018289.1;Mycobacterium_phage_Rachaly;5859;3206;
1382;NC_018289.1;Mycobacterium_phage_Rahalelujah;5859;3207;
1383;NC_018289.1;Mycobacterium_phage_Rakim;5859;3208;
1384;NC_018289.1;Mycobacterium_phage_Ramen;5859;3210;
1385;NC_018289.1;Mycobacterium_phage_Ramsey;5859;3211;
1386;NZ_CP014196.1;Arthrobacter_phage_RAP15;153;3213;
1387;NC_018289.1;Mycobacterium_phage_Rapunzel97;5859;3214;
1388;NC_018289.1;Mycobacterium_phage_RawrgerThat;5859;3216;
1389;NZ_CP014196.1;Arthrobacter_phage_RcigaStruga;153;3217;
1390;NC_018289.1;Mycobacterium_phage_Reba;5859;3218;
1391;NC_018289.1;Mycobacterium_phage_Rebeuca;5859;3219;
1392;NC_018289.1;Mycobacterium_phage_Redi;5859;5579;
1393;NC_018289.1;Mycobacterium_phage_RedMaple;5859;3220;
1394;NC_018289.1;Mycobacterium_phage_Redno2;5859;5580;
1395;NC_018289.1;Mycobacterium_phage_RedRock;5859;3221;
1396;NC_018289.1;Mycobacterium_phage_Refuge;5859;3222;
1397;NC_018289.1;Mycobacterium_phage_Relief;5859;3223;
1398;NC_018289.1;Mycobacterium_phage_Rem711;5859;3224;
1399;NZ_CP016594.1;Gordonia_phage_Remus;1869;5581;
1400;NC_018289.1;Mycobacterium_phage_Remy19;5859;3225;
1401;NC_018289.1;Mycobacterium_phage_Renaissance;5859;3226;
1402;NC_018289.1;Mycobacterium_phage_Reprobate;5859;3227;
1403;NC_018289.1;Mycobacterium_phage_Retro23;5859;3228;
1404;NC_018289.1;Mycobacterium_phage_Rey;5859;3230;
1405;NZ_CP016594.1;Gordonia_phage_Reyja;1869;3231;
1406;NC_018289.1;Mycobacterium_phage_Rhinoforte;5859;3232;
1407;NC_018289.1;Mycobacterium_phage_RhynO;5859;5583;
1408;NC_018289.1;Mycobacterium_phage_Rich;5859;3234;
1409;NC_018289.1;Mycobacterium_phage_RidgeCB;5859;5584;
1410;NC_018289.1;Mycobacterium_phage_Riggan;5859;3235;
1411;NC_018289.1;Mycobacterium_phage_Rimmer;5859;3236;
1412;NC_018289.1;Mycobacterium_phage_Ringer;5859;3237;
1413;NZ_CP014196.1;Arthrobacter_phage_Rings;153;3238;
1414;NC_018289.1;Mycobacterium_phage_RitaG;5859;3239;
1415;NC_018289.1;Mycobacterium_phage_RiverMonster;5859;3240;
1416;NC_018289.1;Mycobacterium_phage_Rizal;5859;3241;
1417;NC_018289.1;Mycobacterium_phage_Roary;5859;3242;
1418;NZ_CP016594.1;Gordonia_phage_RobinSparkles;1869;3243;
1419;NC_018289.1;Mycobacterium_phage_Rockstar;5859;3244;
1420;NC_018289.1;Mycobacterium_phage_RockyHorror;5859;3245;
1421;NZ_CP016594.1;Gordonia_phage_Rofo;1869;3246;
1422;NC_018289.1;Mycobacterium_phage_Roliet;5859;3247;
1423;NC_018289.1;Mycobacterium_phage_RomaT;5859;3248;
1424;NZ_CP016594.1;Gordonia_phage_Ronaldo;1869;3250;
1425;NZ_CP014196.1;Arthrobacter_phage_Ronnie;153;3251;
1426;NC_018289.1;Mycobacterium_phage_RonRayGun;5859;3252;
1427;NC_018289.1;Mycobacterium_phage_Roosevelt;5859;3253;
1428;NC_018289.1;Mycobacterium_phage_Roots515;5859;3254;
1429;NZ_CP016594.1;Gordonia_phage_Rosalind;1869;5585;
1430;NC_018289.1;Mycobacterium_phage_Roscoe;5859;3255;
1431;NC_018289.1;Mycobacterium_phage_Rosebush;5859;5586;
1432;NZ_CP014196.1;Arthrobacter_phage_RosiePosie;153;3256;
1433;NC_018289.1;Mycobacterium_phage_Roy17;5859;3257;
1434;NC_018289.1;Mycobacterium_phage_Royals2015;5859;3258;
1435;NZ_CP014196.1;Arthrobacter_phage_Rozby;153;3259;
1436;NC_018289.1;Mycobacterium_phage_Rubeelu;5859;3260;
1437;NC_018289.1;Mycobacterium_phage_Ruby;5859;3261;
1438;NC_018289.1;Mycobacterium_phage_Rufus;5859;5587;
1439;NC_018289.1;Mycobacterium_phage_Ruin;5859;3262;
1440;NC_018289.1;Mycobacterium_phage_Rumpelstiltskin;5859;3263;
1441;NC_018289.1;Mycobacterium_phage_Ruotula;5859;3264;
1442;NC_018289.1;Mycobacterium_phage_Rutherferd;5859;3266;
1443;NC_018289.1;Mycobacterium_phage_Saal;5859;5588;
1444;NC_018289.1;Mycobacterium_phage_Sabella;5859;3267;
1445;NC_018289.1;Mycobacterium_phage_Sabertooth;5859;3268;
1446;NC_018289.1;Mycobacterium_phage_Sabia;5859;3269;
1447;NC_018289.1;Mycobacterium_phage_Sabinator;5859;3270;
1448;NC_018289.1;Mycobacterium_phage_Sagefire;5859;3271;
1449;NC_018289.1;Mycobacterium_phage_Saguaro;5859;3272;
1450;NC_018289.1;Mycobacterium_phage_Saintus;5859;3273;
1451;NZ_CP014196.1;Arthrobacter_phage_Salgado;153;3275;
1452;NZ_CP016594.1;Gordonia_phage_SallySpecial;1869;3276;
1453;NC_018289.1;Mycobacterium_phage_SamScheppers;5859;3278;
1454;NC_018289.1;Mycobacterium_phage_Samty;5859;3279;
1455;NC_018289.1;Mycobacterium_phage_SamuelLPlaqson;5859;3280;
1456;NZ_CP014196.1;Arthrobacter_phage_Sandman;153;3281;
1457;NZ_CP014196.1;Arthrobacter_phage_Saphira;153;3282;
1458;NC_018289.1;Mycobacterium_phage_SarFire;5859;3283;
1459;NC_018289.1;Mycobacterium_phage_Sassay;5859;3284;
1460;NC_018289.1;Mycobacterium_phage_SassyB;5859;3285;
1461;NC_018289.1;Mycobacterium_phage_SassyCat97;5859;3286;
1462;NZ_APVM00000000.1;Streptomyces_phage_Satis;5787;3287;
1463;NZ_CP016594.1;Gordonia_phage_Savage;1869;3288;
1464;NZ_CP014196.1;Arthrobacter_phage_Savage2526;153;3289;
1465;NC_018289.1;Mycobacterium_phage_Sbash;5859;5589;
1466;NC_018289.1;Mycobacterium_phage_Scarlett;5859;3291;
1467;NZ_CP014196.1;Arthrobacter_phage_Scavito;153;3292;
1468;NZ_CP016594.1;Gordonia_phage_SCentae;1869;3293;
1469;NC_018289.1;Mycobacterium_phage_Schadenfreude;5859;3294;
1470;NC_018289.1;Mycobacterium_phage_Schatzie;5859;3295;
1471;NC_018289.1;Mycobacterium_phage_Scherzo;5859;3296;
1472;NC_018289.1;Mycobacterium_phage_Schiebel;5859;3297;
1473;NZ_CP016594.1;Gordonia_phage_Schwabeltier;1869;5590;
1474;NC_018289.1;Mycobacterium_phage_Scoot17C;5859;3298;
1475;NC_018289.1;Mycobacterium_phage_Scorpia;5859;3299;
1476;NC_018289.1;Mycobacterium_phage_Scottish;5859;3300;
1477;NC_018289.1;Mycobacterium_phage_ScottMcG;5859;3301;
1478;NC_018289.1;Mycobacterium_phage_Scowl;5859;3302;
1479;NC_018289.1;Mycobacterium_phage_SDcharge11;5859;3303;
1480;NC_018289.1;Mycobacterium_phage_Seagreen;5859;5591;
1481;NC_018289.1;Mycobacterium_phage_Sebata;5859;3304;
1482;NC_018289.1;Mycobacterium_phage_SemperFi;5859;3305;
1483;NC_018289.1;Mycobacterium_phage_Send513;5859;3306;
1484;NC_018289.1;Mycobacterium_phage_Serendipitous;5859;3307;
1485;NC_018289.1;Mycobacterium_phage_Serendipity;5859;3308;
1486;NZ_CP014196.1;Arthrobacter_phage_Sergei;153;3309;
1487;NC_018289.1;Mycobacterium_phage_Serpentine;5859;3310;
1488;NC_018289.1;Mycobacterium_phage_Settecandela;5859;3311;
1489;NZ_CP014196.1;Arthrobacter_phage_Seume;153;3312;
1490;NC_018289.1;Mycobacterium_phage_Severus;5859;5592;
1491;NC_018289.1;Mycobacterium_phage_SG4;5859;3313;
1492;NC_018289.1;Mycobacterium_phage_SgtBeansprout;5859;3314;
1493;NZ_CP014196.1;Arthrobacter_phage_Shade;153;3315;
1494;NC_018289.1;Mycobacterium_phage_Shaka;5859;3316;
1495;NC_018289.1;Mycobacterium_phage_Shaobing;5859;3317;
1496;NC_018289.1;Mycobacterium_phage_Shaqnato;5859;3318;
1497;NC_018289.1;Mycobacterium_phage_Shauna1;5859;3319;
1498;NZ_CP016594.1;Gordonia_phage_ShayRa;1869;3320;
1499;NC_018289.1;Mycobacterium_phage_SheaKeira;5859;3321;
1500;NC_018289.1;Mycobacterium_phage_ShedlockHolmes;5859;5593;
1501;NC_018289.1;Mycobacterium_phage_Sheen;5859;5594;
1502;NC_018289.1;Mycobacterium_phage_Sheila;5859;3322;
1503;NC_018289.1;Mycobacterium_phage_SheldonCooper;5859;3323;
1504;NC_018289.1;Mycobacterium_phage_ShereKhan;5859;3324;
1505;NC_018289.1;Mycobacterium_phage_ShiaLabeouf;5859;3325;
1506;NC_018289.1;Mycobacterium_phage_ShiLan;5859;3326;
1507;NC_018289.1;Mycobacterium_phage_Shipwreck;5859;5595;
1508;NC_018289.1;Mycobacterium_phage_ShiVal;5859;5596;
1509;NC_018289.1;Mycobacterium_phage_Shnickers;5859;3327;
1510;NC_018289.1;Mycobacterium_phage_Shrimp;5859;3328;
1511;NZ_CP014196.1;Arthrobacter_phage_Shrooms;153;3329;
1512;NZ_ACEX00000000.1;Streptomyces_phage_Shyg;5851;3330;
1513;NC_018289.1;Mycobacterium_phage_Sibs6;5859;3331;
1514;NC_018289.1;Mycobacterium_phage_Sigman;5859;3332;
1515;NC_018289.1;Mycobacterium_phage_Silvafighter;5859;3333;
1516;NC_018289.1;Mycobacterium_phage_Silverleaf;5859;3334;
1517;NC_018289.1;Mycobacterium_phage_Simpliphy;5859;3335;
1518;NC_018289.1;Mycobacterium_phage_SimranZ1;5859;3336;
1519;NC_018289.1;Mycobacterium_phage_SirDuracell;5859;3337;
1520;NC_018289.1;Mycobacterium_phage_SirHarley;5859;3338;
1521;NC_018289.1;Mycobacterium_phage_SirPhilip;5859;3339;
1522;NC_018289.1;Mycobacterium_phage_SiSi;5859;5597;
1523;NZ_JNXA00000000.1;Gordonia_phage_Sitar;5741;3340;
1524;NC_018289.1;Mycobacterium_phage_SkinnyPete;5859;3341;
1525;NC_018289.1;Mycobacterium_phage_Skipitt;5859;3342;
1526;NC_018289.1;Mycobacterium_phage_SkiPole;5859;5598;
1527;NZ_JNHS00000000.1;Propionibacterium_phage_SKKY;5731;5599;
1528;NZ_CP016594.1;Gordonia_phage_Skog;1869;3343;
1529;NZ_CP016594.1;Gordonia_phage_Skysand;1869;3344;
1530;NC_018289.1;Mycobacterium_phage_Slarp;5859;3345;
1531;NC_018289.1;Mycobacterium_phage_Slimphazie;5859;3346;
1532;NC_018289.1;Mycobacterium_phage_Smairt;5859;3347;
1533;NC_018289.1;Mycobacterium_phage_SmallFry;5859;3348;
1534;NC_018289.1;Mycobacterium_phage_Smeadley;5859;5600;
1535;NC_018289.1;Mycobacterium_phage_Smeagol;5859;3349;
1536;NZ_CP016594.1;Gordonia_phage_SmokingBunny;1869;3350;
1537;NC_018289.1;Mycobacterium_phage_Smooch;5859;3351;
1538;NZ_CP016594.1;Gordonia_phage_Smoothie;1869;5601;
1539;NC_018289.1;Mycobacterium_phage_Snape;5859;3352;
1540;NC_018289.1;Mycobacterium_phage_SnapTap;5859;3353;
1541;NC_018289.1;Mycobacterium_phage_Sneeze;5859;5602;
1542;NC_018289.1;Mycobacterium_phage_Snenia;5859;5603;
1543;NZ_CP016594.1;Gordonia_phage_SoilAssassin;1869;5604;
1544;NC_018289.1;Mycobacterium_phage_SoilDragon;5859;3354;
1545;NZ_JNHS00000000.1;Propionibacterium_phage_Solid;5731;5605;
1546;NC_018289.1;Mycobacterium_phage_Solon;5859;5606;
1547;NZ_CP014196.1;Arthrobacter_phage_Sonny;153;3355;
1548;NC_018289.1;Mycobacterium_phage_Sophia;5859;3356;
1549;NZ_CP014196.1;Arthrobacter_phage_SorJuana;153;3357;
1550;NC_018289.1;Mycobacterium_phage_Soshari;5859;3358;
1551;NC_018289.1;Mycobacterium_phage_Soto;5859;5607;
1552;NC_018289.1;Mycobacterium_phage_Sotrice96;5859;3359;
1553;NZ_CP016594.1;Gordonia_phage_Soups;1869;5608;
1554;NZ_JNXA00000000.1;Gordonia_phage_Sour;5741;3360;
1555;NC_018289.1;Mycobacterium_phage_Sparkdehlily;5859;5609;
1556;NC_018289.1;Mycobacterium_phage_Sparky;5859;3362;
1557;NC_018289.1;Mycobacterium_phage_Spartacus;5859;3363;
1558;NC_018289.1;Mycobacterium_phage_Spartan300;5859;3364;
1559;NZ_ACEU00000000.1;Streptomyces_phage_SPB78;5789;3365;
1560;NC_018289.1;Mycobacterium_phage_Specks;5859;3366;
1561;NC_018289.1;Mycobacterium_phage_Spike509;5859;3368;
1562;NC_018289.1;Mycobacterium_phage_SpikeBT;5859;3369;
1563;NZ_CP016594.1;Gordonia_phage_Splinter;1869;5610;
1564;NC_018289.1;Mycobacterium_phage_SpongeBob;5859;3370;
1565;NC_018289.1;Mycobacterium_phage_Spoonbill;5859;3371;
1566;NC_018289.1;Mycobacterium_phage_Sprinklers;5859;3372;
1567;NZ_CP016594.1;Gordonia_phage_Sproutie;1869;3373;
1568;NC_018289.1;Mycobacterium_phage_Spud;5859;3374;
1569;NC_018289.1;Mycobacterium_phage_Squid;5859;3375;
1570;NC_018289.1;Mycobacterium_phage_Squiggle;5859;3376;
1571;NC_018289.1;Mycobacterium_phage_Squint;5859;3377;
1572;NC_018289.1;Mycobacterium_phage_Squirty;5859;3378;
1573;NZ_ABYX00000000.2;Streptomyces_phage_Sros11;5897;3379;
1574;NC_018289.1;Mycobacterium_phage_Stagni;5859;3380;
1575;NC_018289.1;Mycobacterium_phage_Stark;5859;3381;
1576;NC_018289.1;Mycobacterium_phage_StarStuff;5859;3383;
1577;NC_018289.1;Mycobacterium_phage_Stasia;5859;3384;
1578;NC_018289.1;Mycobacterium_phage_Stephig9;5859;3386;
1579;NC_018289.1;Mycobacterium_phage_StepMih;5859;3387;
1580;NZ_CP016594.1;Gordonia_phage_SteveFrench;1869;3388;
1581;NZ_CP014196.1;Arthrobacter_phage_StevieBAY;153;3389;
1582;NC_018289.1;Mycobacterium_phage_StevieRay;5859;3390;
1583;NZ_CP014196.1;Arthrobacter_phage_StewieGriff;153;3391;
1584;NC_018289.1;Mycobacterium_phage_Stinger;5859;5611;
1585;NZ_JNHS00000000.1;Propionibacterium_phage_Stormborn;5731;5612;
1586;NZ_CP014196.1;Arthrobacter_phage_Stratus;153;3392;
1587;NZ_ACEW00000000.1;Streptomyces_phage_StrepC;5790;3393;
1588;NZ_CP016594.1;Gordonia_phage_Strosahl;1869;3394;
1589;NC_018289.1;Mycobacterium_phage_Struggle;5859;3395;
1590;NC_018289.1;Mycobacterium_phage_Stubby;5859;3396;
1591;NZ_CP016594.1;Gordonia_phage_Stultus;1869;3397;
1592;NC_018289.1;Mycobacterium_phage_Suffolk;5859;5613;
1593;NZ_APVM00000000.1;Streptomyces_phage_Sujidade;5787;5614;
1594;NC_018289.1;Mycobacterium_phage_Sulley;5859;3398;
1595;NZ_CP014196.1;Arthrobacter_phage_Supakev;153;3399;
1596;NC_018289.1;Mycobacterium_phage_SuperAwesome;5859;3400;
1597;NC_018289.1;Mycobacterium_phage_Superchunk;5859;3401;
1598;NC_018289.1;Mycobacterium_phage_SuperGrey;5859;3402;
1599;NZ_JNHS00000000.1;Propionibacterium_phage_Supernova;5731;3403;
1600;NC_018289.1;Mycobacterium_phage_Superphikiman;5859;3404;
1601;NZ_CP016594.1;Gordonia_phage_SuperSulley;1869;3405;
1602;NZ_CP014196.1;Arthrobacter_phage_Suppi;153;3406;
1603;NC_018289.1;Mycobacterium_phage_Surely;5859;3407;
1604;NZ_CP016594.1;Gordonia_phage_Suscepit;1869;3408;
1605;NC_018289.1;Mycobacterium_phage_SwagPigglett;5859;3410;
1606;NC_018289.1;Mycobacterium_phage_SweetiePie;5859;5616;
1607;NC_018289.1;Mycobacterium_phage_Sweets;5859;3412;
1608;NZ_CP014196.1;Arthrobacter_phage_Swenson;153;3413;
1609;NC_018289.1;Mycobacterium_phage_Swirley;5859;5617;
1610;NC_018289.1;Mycobacterium_phage_Swish;5859;5618;
1611;NC_018289.1;Mycobacterium_phage_Switzer;5859;3414;
1612;NZ_CP014196.1;Arthrobacter_phage_Synepsis;153;3415;
1613;NC_018289.1;Mycobacterium_phage_TA17A;5859;3416;
1614;NC_018289.1;Mycobacterium_phage_Tachez;5859;3417;
1615;NZ_CP014196.1;Arthrobacter_phage_TaeYoung;153;3418;
1616;NC_018289.1;Mycobacterium_phage_Taheera;5859;3419;
1617;NC_018289.1;Mycobacterium_phage_Taj;5859;3420;
1618;NZ_CP014196.1;Arthrobacter_phage_Taj14;153;3421;
1619;NC_018289.1;Mycobacterium_phage_TallGrassMM;5859;3423;
1620;NZ_CP016594.1;Gordonia_phage_Tangent;1869;3424;
1621;NZ_CP016594.1;Gordonia_phage_Tangerine;1869;3425;
1622;NZ_CP014196.1;Arthrobacter_phage_Tank;153;3426;
1623;NC_018289.1;Mycobacterium_phage_Tapioca;5859;3427;
1624;NC_018289.1;Mycobacterium_phage_Taptic;5859;3428;
1625;NC_018289.1;Mycobacterium_phage_Taquito;5859;3429;
1626;NC_018289.1;Mycobacterium_phage_Target;5859;3430;
1627;NC_018289.1;Mycobacterium_phage_Tarynearal;5859;3431;
1628;NC_018289.1;Mycobacterium_phage_Tasp14;5859;5619;
1629;NC_018289.1;Mycobacterium_phage_Taurus;5859;3433;
1630;NC_018289.1;Mycobacterium_phage_TBond007;5859;3434;
1631;NC_018289.1;Mycobacterium_phage_TBrady12;5859;3435;
1632;NC_018289.1;Mycobacterium_phage_TChen;5859;3436;
1633;NC_018289.1;Mycobacterium_phage_TDanisky;5859;3437;
1634;NZ_CP014196.1;Arthrobacter_phage_Teacup;153;3438;
1635;NC_018289.1;Mycobacterium_phage_Teardrop;5859;3439;
1636;NC_018289.1;Mycobacterium_phage_TeardropMSU;5859;3440;
1637;NZ_CP016594.1;Gordonia_phage_Teatealatte;1869;3441;
1638;NZ_CP014196.1;Arthrobacter_phage_Temper16;153;3442;
1639;NZ_CP016594.1;Gordonia_phage_Terapin;1869;5620;
1640;NC_018289.1;Mycobacterium_phage_Terminus;5859;3443;
1641;NC_018289.1;Mycobacterium_phage_Terror;5859;3444;
1642;NC_018289.1;Mycobacterium_phage_Tesla;5859;3445;
1643;NC_018289.1;Mycobacterium_phage_Texage;5859;3446;
1644;NC_018289.1;Mycobacterium_phage_Thanksgivukkah;5859;3448;
1645;NZ_CP016594.1;Gordonia_phage_ThankyouJordi;1869;3449;
1646;NC_018289.1;Mycobacterium_phage_Theia;5859;5621;
1647;NC_018289.1;Mycobacterium_phage_TheloniousMonk;5859;5622;
1648;NC_018289.1;Mycobacterium_phage_Thespis;5859;3450;
1649;NC_018289.1;Mycobacterium_phage_Thibault;5859;5623;
1650;NC_018289.1;Mycobacterium_phage_Thor;5859;3451;
1651;NC_018289.1;Mycobacterium_phage_Thora;5859;3452;
1652;NC_018289.1;Mycobacterium_phage_ThreeOh3D2;5859;3453;
1653;NC_018289.1;Mycobacterium_phage_ThreeRngTarjay;5859;3454;
1654;NC_018289.1;Mycobacterium_phage_Thumb;5859;3455;
1655;NZ_CP016594.1;Gordonia_phage_Tiamoceli;1869;3456;
1656;NC_018289.1;Mycobacterium_phage_Tiffany;5859;3457;
1657;NC_018289.1;Mycobacterium_phage_Tiger;5859;3458;
1658;NZ_CP014196.1;Arthrobacter_phage_Timinator;153;3459;
1659;NC_018289.1;Mycobacterium_phage_Timmi;5859;3460;
1660;NC_018289.1;Mycobacterium_phage_Timshel;5859;3461;
1661;NZ_CP016594.1;Gordonia_phage_TimTam;1869;3462;
1662;NC_018289.1;Mycobacterium_phage_TinaFeyge;5859;3463;
1663;NC_018289.1;Mycobacterium_phage_Tinciduntsolum;5859;3464;
1664;NZ_CP014196.1;Arthrobacter_phage_TinoCrisci;153;3465;
1665;NC_018289.1;Mycobacterium_phage_Tinybot;5859;3466;
1666;NC_018289.1;Mycobacterium_phage_TinyTim;5859;3467;
1667;NC_018289.1;Mycobacterium_phage_TipsytheTRex;5859;3468;
1668;NC_018289.1;Mycobacterium_phage_TiroTheta9;5859;3469;
1669;NC_018289.1;Mycobacterium_phage_TNguyen7;5859;3470;
1670;NZ_CP016594.1;Gordonia_phage_Toast;1869;3471;
1671;NC_018289.1;Mycobacterium_phage_Todacoro;5859;3472;
1672;NC_018289.1;Mycobacterium_phage_Tomathan;5859;3473;
1673;NC_018289.1;Mycobacterium_phage_TomBombadil;5859;3474;
1674;NC_018289.1;Mycobacterium_phage_Tonenili;5859;5624;
1675;NC_018289.1;Mycobacterium_phage_ToneTone;5859;3475;
1676;NZ_CP016594.1;Gordonia_phage_Toniann;1869;3476;
1677;NC_018289.1;Mycobacterium_phage_TootsiePop;5859;3477;
1678;NZ_CP014196.1;Arthrobacter_phage_Tophat;153;3478;
1679;NC_018289.1;Mycobacterium_phage_Tortellini;5859;3480;
1680;NC_018289.1;Mycobacterium_phage_Tortoise16;5859;3481;
1681;NC_018289.1;Mycobacterium_phage_Toto;5859;5625;
1682;NZ_CP014196.1;Arthrobacter_phage_Toulouse;153;3482;
1683;NC_018289.1;Mycobacterium_phage_Traaww1;5859;3483;
1684;NC_018289.1;Mycobacterium_phage_Traft412;5859;3484;
1685;NC_018289.1;Mycobacterium_phage_Treddle;5859;3485;
1686;NZ_CP016594.1;Gordonia_phage_Tredge;1869;3486;
1687;NC_018289.1;Mycobacterium_phage_Tres;5859;3487;
1688;NC_018289.1;Mycobacterium_phage_TreyKay;5859;3488;
1689;NZ_CP014196.1;Arthrobacter_phage_Tribby;153;3489;
1690;NC_018289.1;Mycobacterium_phage_Trike;5859;5629;
1691;NZ_CP016594.1;Gordonia_phage_Trine;1869;3492;
1692;NC_018289.1;Mycobacterium_phage_Tripl3t;5859;3493;
1693;NC_018289.1;Mycobacterium_phage_Trixie;5859;5630;
1694;NZ_CP016594.1;Gordonia_phage_Troje;1869;3494;
1695;NC_018289.1;Mycobacterium_phage_Troll4;5859;5631;
1696;NC_018289.1;Mycobacterium_phage_Trouble;5859;3495;
1697;NC_018289.1;Mycobacterium_phage_Trypo;5859;3496;
1698;NC_018289.1;Mycobacterium_phage_Tuco;5859;3497;
1699;NC_018289.1;Mycobacterium_phage_Turbido;5859;5632;
1700;NC_018289.1;Mycobacterium_phage_Turj99;5859;5633;
1701;NZ_CP016594.1;Gordonia_phage_Turuncu;1869;3498;
1702;NC_018289.1;Mycobacterium_phage_Tweety;5859;5634;
1703;NC_018289.1;Mycobacterium_phage_Twister;5859;3500;
1704;NZ_CP016594.1;Gordonia_phage_Twister6;1869;5635;
1705;NC_018289.1;Mycobacterium_phage_TygerBlood;5859;3501;
1706;NC_018289.1;Mycobacterium_phage_Tyke;5859;3503;
1707;NZ_CP014196.1;Arthrobacter_phage_TymAbreu;153;3504;
1708;NC_018289.1;Mycobacterium_phage_Typha;5859;3505;
1709;NC_018289.1;Mycobacterium_phage_TyrionL;5859;3506;
1710;NC_018289.1;Mycobacterium_phage_U2;5859;3507;
1711;NC_018289.1;Mycobacterium_phage_UAch1;5859;3508;
1712;NC_018289.1;Mycobacterium_phage_Ukulele;5859;3510;
1713;NZ_CP016594.1;Gordonia_phage_UmaThurman;1869;5636;
1714;NC_018289.1;Mycobacterium_phage_UncleHowie;5859;5637;
1715;NC_018289.1;Mycobacterium_phage_UncleRicky;5859;3511;
1716;NC_018289.1;Mycobacterium_phage_Unicorn;5859;3512;
1717;NC_018289.1;Mycobacterium_phage_UnionJack;5859;3513;
1718;NC_018289.1;Mycobacterium_phage_Updawg;5859;3515;
1719;NC_018289.1;Mycobacterium_phage_UPIE;5859;3516;
1720;NC_018289.1;Mycobacterium_phage_Urkel;5859;3517;
1721;NZ_CP014196.1;Arthrobacter_phage_Urla;153;3518;
1722;NC_018289.1;Mycobacterium_phage_Vaishali24;5859;3519;
1723;NZ_CP016594.1;Gordonia_phage_Valary;1869;3520;
1724;NC_018289.1;Mycobacterium_phage_Validus;5859;5638;
1725;NC_018289.1;Mycobacterium_phage_Valjean;5859;3521;
1726;NZ_CP014196.1;Arthrobacter_phage_Vallejo;153;3522;
1727;NZ_CP016594.1;Gordonia_phage_VanDeWege;1869;3523;
1728;NC_018289.1;Mycobacterium_phage_Veliki;5859;3524;
1729;NC_018289.1;Mycobacterium_phage_Velveteen;5859;3525;
1730;NZ_CP016594.1;Gordonia_phage_Vendetta;1869;5639;
1731;NC_018289.1;Mycobacterium_phage_Veracruz;5859;3526;
1732;NC_018289.1;Mycobacterium_phage_Veritas;5859;3527;
1733;NC_018750.1;Streptomyces_phage_Verse;126;3528;
1734;NC_018289.1;Mycobacterium_phage_Vincenzo;5859;5640;
1735;NC_018289.1;Mycobacterium_phage_Violet;5859;5641;
1736;NC_018289.1;Mycobacterium_phage_Virapocalypse;5859;3529;
1737;NC_018289.1;Mycobacterium_phage_Visconti;5859;3530;
1738;NC_018289.1;Mycobacterium_phage_Vista;5859;5642;
1739;NC_018289.1;Mycobacterium_phage_Vivaldi;5859;3531;
1740;NZ_CP016594.1;Gordonia_phage_Vivi2;1869;5643;
1741;NC_018289.1;Mycobacterium_phage_Vix;5859;3532;
1742;NC_018289.1;Mycobacterium_phage_VohminGhazi;5859;5644;
1743;NC_018289.1;Mycobacterium_phage_Vortex;5859;3533;
1744;NZ_CP014196.1;Arthrobacter_phage_Vulture;153;3534;
1745;NC_018289.1;Mycobacterium_phage_Wachhund;5859;3535;
1746;NZ_CP016594.1;Gordonia_phage_Waits;1869;3536;
1747;NC_018289.1;Mycobacterium_phage_WaldoWhy;5859;3537;
1748;NC_018289.1;Mycobacterium_phage_Wallhey;5859;3538;
1749;NC_018289.1;Mycobacterium_phage_Wally;5859;3539;
1750;NZ_CP016594.1;Gordonia_phage_Walrus;1869;3540;
1751;NC_018289.1;Mycobacterium_phage_WalterMcMickey;5859;3541;
1752;NZ_CP014196.1;Arthrobacter_phage_Waltz;153;3542;
1753;NC_018289.1;Mycobacterium_phage_Wanda;5859;5646;
1754;NC_018289.1;Mycobacterium_phage_Wander;5859;3543;
1755;NC_018289.1;Mycobacterium_phage_Waterdiva;5859;3545;
1756;NC_018289.1;Mycobacterium_phage_Waterfoul;5859;3546;
1757;NC_018289.1;Mycobacterium_phage_Watson;5859;3547;
1758;NZ_CP014196.1;Arthrobacter_phage_Wayne;153;3548;
